Município;Até 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos ou mais
352760 Luís Antônio;32;126;218;220;187;194;194;228;199;234;189;169;132;107;68;35;18;21
352770 Luiziânia;4;30;35;35;23;14;36;31;34;26;25;13;16;12;8;8;8;4
352780 Lupércio;0;18;14;11;7;9;12;8;25;20;13;6;10;5;4;2;5;5
352790 Lutécia;3;8;15;12;6;10;11;13;14;11;12;7;7;1;7;5;3;7
352800 Macatuba;23;134;179;181;186;152;189;215;222;210;180;138;112;85;55;34;23;47
352810 Macaubal;8;50;73;42;54;35;67;81;93;73;49;52;34;35;38;28;31;37
352820 Macedônia;2;22;12;10;6;15;13;19;15;16;9;7;8;7;6;6;2;5
352830 Magda;5;14;20;22;15;6;17;20;33;24;17;27;12;13;17;7;12;14
352840 Mairinque;118;564;730;713;634;723;787;899;1040;1047;826;582;454;320;265;190;148;187
352850 Mairiporã;89;426;573;614;620;702;801;871;953;1070;918;791;641;548;459;375;263;297
352860 Manduri;6;13;18;20;19;21;21;37;34;29;20;24;32;12;12;11;11;18
352870 Marabá Paulista;2;9;10;6;11;7;7;9;13;13;11;13;3;5;3;8;2;2
352880 Maracaí;12;63;104;105;77;84;97;122;129;136;81;66;43;27;19;11;12;11
352885 Marapoama;3;26;27;17;15;24;24;26;34;38;19;15;16;13;6;9;10;5
352890 Mariápolis;4;11;11;16;5;5;10;18;14;7;13;8;11;2;3;1;4;2
352900 Marília;467;2228;3031;2543;2119;2482;3283;3852;4336;4381;3607;2772;2339;2099;1754;1473;1073;1659
352910 Marinópolis;2;5;5;5;2;5;4;6;1;8;1;2;2;4;0;0;0;1
352920 Martinópolis;34;147;181;123;104;102;158;218;206;194;147;142;110;96;123;80;71;79
352930 Matão;209;876;1249;1093;1065;1206;1340;1590;1855;1774;1499;1198;999;705;560;390;260;332
352940 Mauá;949;4854;6807;6420;6289;7122;8687;9379;10741;10776;8346;6733;5366;4189;3377;2620;1747;2008
352950 Mendonça;8;40;58;54;39;39;43;76;98;74;57;44;42;19;23;23;15;18
352960 Meridiano;4;28;35;21;22;26;25;31;41;47;31;18;25;11;9;10;3;13
352965 Mesópolis;1;4;10;3;8;4;9;11;18;7;11;5;5;0;2;1;0;0
352970 Miguelópolis;33;186;222;228;195;171;218;226;273;295;303;210;217;155;135;101;84;71
352980 Mineiros do Tietê;8;35;51;46;40;32;31;57;55;61;70;33;38;25;21;15;18;24
352990 Miracatu;5;24;39;34;42;38;45;39;45;45;35;21;21;16;22;17;11;12
353000 Mira Estrela;1;11;17;12;6;8;11;22;21;18;15;7;6;11;5;2;5;3
353010 Mirandópolis;24;116;163;145;160;84;102;156;184;183;142;127;130;124;98;96;89;140
353020 Mirante do Paranapanema;20;77;143;127;101;83;92;148;150;143;112;85;80;68;55;38;30;40
353030 Mirassol;145;691;905;736;643;646;914;1105;1242;1311;1010;840;662;565;492;377;307;383
353040 Mirassolândia;2;23;29;27;16;13;24;19;32;31;20;15;12;14;7;11;5;12
353050 Mococa;72;350;544;552;558;487;506;637;813;936;816;640;640;590;542;464;337;558
353060 Mogi das Cruzes;759;3803;5356;5166;5085;5523;6384;7171;8738;8761;7155;5651;4405;3447;2683;2098;1576;2053
353070 Mogi Guaçu;238;1182;1767;1713;1587;1603;1879;2299;2807;2937;2350;1856;1609;1286;1030;795;550;662
353080 Moji Mirim;130;751;1007;978;949;1085;1195;1327;1660;1688;1334;1010;903;788;705;599;472;616
353090 Mombuca;7;46;44;30;24;26;40;46;41;33;28;18;22;18;10;11;12;16
353100 Monções;2;7;20;13;13;6;7;12;12;14;7;19;15;8;5;7;6;9
353110 Mongaguá;29;173;275;260;216;237;292;323;404;431;364;277;212;251;241;231;130;182
353120 Monte Alegre do Sul;20;80;128;135;99;91;87;117;167;175;163;120;107;77;69;45;32;55
353130 Monte Alto;86;475;719;670;650;696;819;992;1116;1169;920;806;754;623;481;429;310;466
353140 Monte Aprazível;56;253;317;262;259;277;335;339;404;432;367;276;249;206;196;159;103;158
353150 Monte Azul Paulista;25;114;144;146;129;120;157;192;221;215;187;175;170;156;145;131;107;169
353160 Monte Castelo;5;18;26;24;24;25;23;32;37;41;21;28;15;9;5;7;2;7
353170 Monteiro Lobato;4;13;25;23;12;21;14;16;16;42;29;13;4;11;11;16;8;9
353180 Monte Mor;104;567;700;633;625;746;818;918;1123;1048;841;652;508;378;291;287;193;270
353190 Morro Agudo;36;214;335;364;326;238;253;377;475;493;430;358;289;221;203;119;84;104
353200 Morungaba;17;95;117;97;128;183;186;156;185;183;168;146;80;68;50;55;33;23
353205 Motuca;6;28;61;44;56;36;38;70;76;82;67;44;48;39;30;22;14;20
353210 Murutinga do Sul;1;13;18;13;12;11;17;14;24;14;16;13;11;14;13;7;6;6
353215 Nantes;0;16;12;10;5;9;5;15;16;10;11;9;10;9;2;6;1;3
353220 Narandiba;0;27;23;31;12;32;40;42;37;36;30;22;25;8;13;8;5;2
353230 Natividade da Serra;2;13;22;15;10;9;15;16;15;11;7;8;6;7;5;6;4;4
353240 Nazaré Paulista;19;69;82;82;80;96;126;114;126;122;105;80;72;37;38;30;18;29
353250 Neves Paulista;9;72;84;72;60;61;80;117;121;122;102;93;84;65;56;53;49;75
353260 Nhandeara;4;48;89;67;82;63;56;87;111;128;106;79;97;81;63;63;43;68
353270 Nipoã;7;37;36;34;31;23;34;37;52;34;27;21;26;18;19;11;6;8
353280 Nova Aliança;17;49;59;55;43;47;80;63;67;68;67;41;40;35;40;23;28;32
353282 Nova Campina;6;23;38;34;30;33;50;42;43;31;25;16;4;4;3;2;1;1
353284 Nova Canaã Paulista;2;7;13;7;3;0;4;10;7;6;4;4;4;0;3;1;1;0
353286 Nova Castilho;1;4;14;9;4;7;4;2;9;5;5;6;4;3;3;2;0;1
353290 Nova Europa;23;87;148;125;156;134;155;173;182;197;156;114;102;106;72;51;32;55
353300 Nova Granada;31;154;218;188;168;136;194;206;240;237;175;143;163;100;87;85;78;100
353310 Nova Guataporanga;1;10;17;8;11;14;10;9;17;15;8;6;3;5;2;4;1;1
353320 Nova Independência;7;36;51;50;45;47;57;45;56;45;48;34;27;9;13;6;1;2
353325 Novais;9;44;52;38;37;41;52;55;76;47;27;22;14;9;10;6;7;9
353330 Nova Luzitânia;2;19;24;18;19;13;29;24;31;27;31;32;22;17;7;5;5;2
353340 Nova Odessa;130;601;839;792;705;827;1025;1178;1336;1451;1134;880;722;581;495;326;246;253
353350 Novo Horizonte;46;226;306;248;244;223;280;389;457;445;369;374;319;264;198;166;114;182
353360 Nuporanga;12;52;52;76;68;76;90;114;127;95;69;71;61;59;42;38;25;40
353370 Ocauçu;4;8;11;8;13;7;9;14;16;11;7;20;11;12;15;7;6;12
353380 Óleo;4;2;4;5;3;7;6;3;8;5;3;4;3;4;6;3;0;4
353390 Olímpia;165;698;889;746;685;719;871;1095;1204;1114;875;672;568;424;375;297;235;338
353400 Onda Verde;11;33;37;40;29;24;36;46;59;59;47;50;52;21;12;8;9;6
353410 Oriente;18;51;71;52;47;57;78;69;91;80;57;59;54;50;35;28;12;34
353420 Orindiúva;17;80;82;99;69;72;70;128;144;120;97;85;52;44;29;15;14;14
353430 Orlândia;76;379;496;509;503;536;580;692;829;876;737;678;641;605;461;386;308;362
353440 Osasco;1703;8045;11201;9938;10194;13279;16379;17366;19314;18544;14409;10946;8560;6848;5871;4806;3619;4671
353450 Oscar Bressane;1;5;8;6;8;7;4;4;12;7;12;8;2;7;8;9;10;4
353460 Osvaldo Cruz;42;203;262;242;188;194;253;291;344;333;286;232;207;203;160;164;145;197
353470 Ourinhos;100;600;754;655;625;708;733;894;1011;1000;886;700;626;512;451;407;297;431
353475 Ouroeste;10;53;105;79;50;56;73;87;106;122;69;47;34;20;15;13;8;8
353480 Ouro Verde;2;24;24;31;28;34;23;28;33;38;44;22;17;9;2;2;1;6
353490 Pacaembu;6;34;58;39;50;34;43;66;62;54;47;51;33;33;28;17;18;28
353500 Palestina;16;103;127;104;98;64;79;130;168;124;93;83;67;62;39;37;27;53
353510 Palmares Paulista;14;81;99;94;82;84;149;147;189;157;105;98;65;34;32;18;15;23
353520 Palmeira d'Oeste;8;39;36;21;18;26;37;46;61;36;34;26;28;26;16;9;14;19
353530 Palmital;22;107;144;104;104;120;137;156;187;181;167;134;135;128;102;64;51;74
353540 Panorama;6;16;33;31;19;22;28;34;37;43;42;36;25;21;27;12;14;15
353550 Paraguaçu Paulista;52;288;344;288;205;196;244;354;385;362;253;185;150;98;108;84;88;94
353560 Paraibuna;19;80;111;100;89;111;117;141;152;131;126;108;91;74;62;46;36;47
353570 Paraíso;16;50;51;42;60;47;64;81;104;98;76;58;49;36;38;25;26;53
353580 Paranapanema;11;54;60;51;52;56;76;90;78;74;56;54;40;25;26;24;15;29
353590 Paranapuã;3;22;23;14;7;6;20;19;13;17;8;13;7;11;7;10;3;3
353600 Parapuã;6;41;30;16;12;23;45;50;36;43;34;34;27;31;44;31;40;60
353610 Pardinho;14;41;52;39;38;39;53;69;58;52;29;32;21;10;18;7;4;8
353620 Pariquera-Açu;5;33;42;38;23;58;56;51;76;56;57;51;31;35;24;13;9;16
353625 Parisi;6;15;24;8;6;11;17;20;13;18;13;15;6;7;5;5;3;4
353630 Patrocínio Paulista;14;92;119;96;89;104;131;160;150;153;95;77;57;70;46;50;34;70
353640 Paulicéia;1;12;17;13;8;9;21;26;22;24;27;8;12;13;6;3;8;3
353650 Paulínia;276;1256;1965;1815;1686;1847;2102;2331;3043;3308;2760;1900;1376;1084;884;684;426;536
353657 Paulistânia;1;8;17;7;9;3;7;14;12;5;3;4;2;1;1;2;0;3
353660 Paulo de Faria;19;47;87;66;75;69;65;87;98;70;75;62;58;43;34;18;22;30
353670 Pederneiras;80;359;462;425;367;400;491;588;644;610;492;376;272;240;195;157;128;185
353680 Pedra Bela;2;22;12;17;9;8;22;38;25;33;20;26;30;22;11;6;7;2
353690 Pedranópolis;3;8;9;10;13;5;5;12;15;13;14;3;8;12;6;6;3;2
353700 Pedregulho;16;72;119;109;85;133;117;154;172;178;126;122;102;87;84;67;41;76
353710 Pedreira;102;334;420;318;334;443;449;582;620;621;550;466;435;362;260;193;108;200
353715 Pedrinhas Paulista;4;12;13;11;4;9;12;10;12;15;10;17;8;11;18;4;6;16
353720 Pedro de Toledo;1;9;11;11;8;14;14;18;15;13;23;14;11;10;12;9;13;6
353730 Penápolis;84;399;479;369;320;285;378;466;536;574;480;405;334;321;291;270;222;330
353740 Pereira Barreto;20;118;176;197;154;128;136;210;245;202;171;157;155;110;74;64;61;93
353750 Pereiras;2;5;13;7;10;20;21;24;37;35;30;21;12;7;8;12;10;13
353760 Peruíbe;39;174;258;280;266;296;337;358;444;492;489;383;348;340;397;360;284;315
353770 Piacatu;10;36;32;33;25;24;28;53;56;58;35;31;31;20;19;14;8;19
353780 Piedade;41;186;254;208;208;255;326;353;393;364;259;188;191;146;117;87;78;113
353790 Pilar do Sul;28;114;111;111;99;129;171;156;169;148;129;101;79;57;40;31;23;29
353800 Pindamonhangaba;253;1239;1788;1815;1490;1314;1516;2050;2562;2628;1998;1176;784;593;490;437;302;428
353810 Pindorama;16;112;146;146;124;126;167;195;252;253;208;161;127;80;90;79;64;109
353820 Pinhalzinho;11;66;69;58;52;79;87;104;97;92;86;54;48;53;59;30;35;37
353830 Piquerobi;3;22;14;17;10;16;19;29;26;26;14;16;11;9;14;8;9;11
353850 Piquete;9;45;76;62;69;53;68;78;88;91;72;57;44;45;33;23;22;36
353860 Piracaia;28;140;163;139;133;134;202;219;261;253;228;168;142;129;106;88;62;93
353870 Piracicaba;1118;5304;6915;6465;6238;7373;8644;9843;11329;11698;9190;7091;5834;5502;4637;3819;3008;4212
353880 Piraju;15;100;108;85;84;78;136;128;161;143;115;89;90;81;74;79;66;63
353890 Pirajuí;29;113;163;137;127;138;180;186;215;221;166;112;147;149;118;87;71;145
353900 Pirangi;23;78;91;65;69;58;78;121;130;116;87;83;75;51;57;52;51;75
353910 Pirapora do Bom Jesus;30;86;129;110;115;131;174;172;168;135;87;61;33;26;20;14;12;8
353920 Pirapozinho;38;176;214;193;132;193;271;312;332;284;217;203;210;161;155;113;100;150
353930 Pirassununga;117;527;764;694;685;744;862;1042;1328;1453;1166;994;857;741;605;503;482;635
353940 Piratininga;21;112;186;152;102;111;136;151;206;259;216;134;112;96;73;62;55;79
353950 Pitangueiras;55;284;368;380;319;299;314;426;468;544;391;341;296;180;133;95;81;121
353960 Planalto;7;39;60;55;77;66;54;64;92;110;81;75;55;39;25;9;9;6
353970 Platina;5;20;26;16;13;14;21;12;21;17;6;6;4;2;0;6;1;1
353980 Poá;178;845;1134;1073;1032;1217;1554;1602;1902;1855;1503;1063;753;581;449;361;193;179
353990 Poloni;7;38;45;36;28;30;48;67;62;37;39;45;43;24;25;35;33;52
354000 Pompéia;56;224;304;314;278;274;318;357;405;501;428;299;284;246;231;224;160;197
354010 Pongaí;2;17;16;20;11;15;27;27;30;30;17;21;23;26;23;19;16;17
354020 Pontal;85;465;602;629;670;549;570;685;804;882;705;514;446;282;237;152;102;106
354025 Pontalinda;8;15;17;16;14;17;17;27;20;28;20;12;7;3;2;1;2;0
354030 Pontes Gestal;5;20;28;27;15;15;14;30;37;22;16;9;15;7;6;3;2;3
354040 Populina;4;24;36;28;25;14;13;32;43;38;31;16;20;12;8;7;4;4
354050 Porangaba;5;12;26;28;18;22;34;22;44;22;23;22;18;12;17;18;14;19
354060 Porto Feliz;75;391;458;448;438;557;672;711;756;749;547;399;370;303;228;182;139;180
354070 Porto Ferreira;102;464;619;615;682;829;855;943;1074;1126;935;879;794;785;620;486;390;612
354075 Potim;9;54;56;29;38;42;89;66;92;84;55;49;26;15;9;10;3;1
354080 Potirendaba;34;169;212;205;201;170;215;285;290;332;229;199;227;174;122;113;90;138
354085 Pracinha;3;2;1;0;3;2;3;1;1;3;0;1;1;1;0;1;0;1
354090 Pradópolis;28;158;239;249;315;247;260;301;368;365;325;288;228;187;164;118;106;109
354100 Praia Grande;605;3125;4220;3858;3511;3783;4931;5379;6203;6550;5153;3721;3067;2819;2923;2469;1651;2060
354105 Pratânia;5;17;31;26;15;29;35;34;25;30;23;18;11;10;4;6;6;6
354110 Presidente Alves;0;17;22;23;18;11;21;21;27;39;22;16;9;6;9;7;11;6
354120 Presidente Bernardes;25;108;126;91;89;83;132;154;156;157;123;101;104;113;102;71;81;118
354130 Presidente Epitácio;20;161;263;254;200;183;234;271;307;349;311;226;182;152;146;165;126;99
354140 Presidente Prudente;462;2428;3289;2699;2475;2799;3545;4145;4489;4356;3591;3130;2830;2646;2323;2026;1627;2300
354150 Presidente Venceslau;40;226;297;232;190;180;282;287;363;342;297;261;247;279;235;237;228;255
354160 Promissão;21;137;230;224;203;207;235;249;338;340;308;241;244;187;139;134;137;160
354165 Quadra;0;11;11;8;9;8;15;11;13;20;9;4;0;10;7;4;1;1
354170 Quatá;31;122;163;169;146;136;130;151;209;207;177;156;108;55;60;39;27;37
354180 Queiroz;6;26;27;22;27;26;22;24;24;19;14;15;6;7;0;2;0;2
354190 Queluz;7;30;35;33;36;28;29;40;49;46;26;25;22;10;14;8;6;12
354200 Quintana;8;59;66;51;47;54;77;50;71;79;59;42;39;30;25;28;18;25
354210 Rafard;30;116;138;131;114;126;130;167;185;186;132;99;98;68;41;24;31;41
354220 Rancharia;26;159;211;177;117;146;178;274;278;305;215;184;229;194;125;111;95;144
354230 Redenção da Serra;0;16;5;10;10;6;10;12;9;9;11;7;10;7;6;1;3;1
354240 Regente Feijó;30;166;194;172;141;131;205;234;275;277;213;173;170;152;135;104;80;109
354250 Reginópolis;7;23;38;49;30;25;41;38;53;56;42;28;19;18;22;19;12;24
354260 Registro;42;225;374;325;327;327;354;418;516;541;381;328;292;203;163;140;111;211
354270 Restinga;9;36;59;40;48;53;64;74;61;61;38;34;31;21;20;9;8;10
354280 Ribeira;1;6;15;5;0;5;4;11;12;7;1;2;1;2;0;0;0;2
354290 Ribeirão Bonito;8;41;67;60;56;81;66;75;97;102;79;70;57;53;48;43;38;53
354300 Ribeirão Branco;3;13;38;25;18;7;13;24;25;8;12;13;6;3;6;0;1;2
354310 Ribeirão Corrente;4;19;21;21;18;24;22;32;19;29;20;24;9;8;7;14;10;9
354320 Ribeirão do Sul;2;15;15;7;11;13;18;20;19;16;15;14;11;7;7;3;5;5
354323 Ribeirão dos Índios;4;6;4;3;5;11;8;10;15;6;6;6;10;9;6;5;8;7
354325 Ribeirão Grande;0;6;12;10;8;8;17;21;13;15;6;3;9;6;4;1;2;0
354330 Ribeirão Pires;201;1098;1675;1657;1564;1735;1932;2064;2514;2656;2324;1769;1504;1209;1169;982;683;837
354340 Ribeirão Preto;1673;7910;10241;9585;8980;11306;14707;16306;18263;18298;14149;10569;9246;8419;7045;5707;4406;6762
354350 Riversul;3;3;7;3;1;4;9;10;7;4;4;1;3;2;3;1;0;2
354360 Rifaina;3;20;31;35;33;30;54;47;43;46;34;39;32;19;20;11;16;13
354370 Rincão;11;59;108;110;69;109;98;121;128;153;127;112;87;81;54;51;45;59
354380 Rinópolis;8;17;24;20;15;14;16;31;33;42;20;26;14;25;18;21;13;36
354390 Rio Claro;456;2233;3028;2809;2594;2962;3778;4253;4825;4782;3982;3063;2525;2193;1871;1603;1315;1957
354400 Rio das Pedras;74;383;532;525;470;525;563;681;808;779;586;456;339;259;187;139;88;126
354410 Rio Grande da Serra;92;386;520;515;479;577;655;644;837;779;628;507;356;241;209;155;116;117
354420 Riolândia;9;65;69;49;59;65;55;80;83;70;70;38;36;20;23;13;12;17
354425 Rosana;6;34;53;51;29;24;40;51;69;64;54;50;37;33;31;25;17;6
354430 Roseira;11;37;55;50;47;52;64;68;88;74;62;33;37;28;15;18;8;13
354440 Rubiácea;5;23;37;39;24;23;34;27;37;33;30;21;13;8;4;3;0;0
354450 Rubinéia;7;16;19;16;6;6;12;21;19;18;7;9;12;8;6;7;3;5
354460 Sabino;1;14;38;20;28;21;27;49;40;48;46;44;34;33;42;28;38;53
354470 Sagres;1;3;5;3;4;7;11;14;10;6;5;5;3;0;1;0;0;0
354480 Sales;7;31;50;30;30;38;36;42;44;65;42;34;25;23;17;11;9;6
354490 Sales Oliveira;17;124;121;152;103;108;98;168;187;227;186;132;135;132;122;94;89;119
354500 Salesópolis;7;33;52;42;47;58;82;87;102;95;81;53;47;34;18;16;18;15
354510 Salmourão;4;28;30;20;20;22;16;28;22;26;19;13;6;5;7;6;1;4
354515 Saltinho;15;104;125;105;96;129;128;166;188;200;160;140;128;92;92;74;66;69
354520 Salto;310;1577;1884;1652;1728;1834;2396;2727;3155;2891;2171;1502;1147;828;623;472;343;524
354530 Salto de Pirapora;43;250;339;341;335;343;446;459;552;497;392;311;204;168;141;102;66;68
354540 Salto Grande;2;36;41;24;25;21;26;30;28;37;32;22;16;8;9;13;13;23
354550 Sandovalina;5;51;87;86;83;59;55;71;106;85;76;81;66;34;18;8;14;7
354560 Santa Adélia;23;130;183;146;133;151;165;218;254;262;202;141;104;65;53;53;48;65
354570 Santa Albertina;13;40;62;54;30;28;48;72;72;64;39;23;18;17;14;13;8;4
354580 Santa Bárbara d'Oeste;398;1891;2628;2477;2254;2406;3038;3646;4306;4174;3159;2713;2456;2101;1818;1379;809;1117
354600 Santa Branca;11;63;96;87;75;83;108;123;147;142;85;94;97;66;47;44;44;57
354610 Santa Clara d'Oeste;3;6;14;7;6;3;3;15;12;11;6;2;7;3;5;1;0;0
354620 Santa Cruz da Conceição;2;14;30;14;20;25;21;34;59;42;44;36;37;30;25;18;16;25
354625 Santa Cruz da Esperança;0;6;5;6;4;5;15;11;3;9;4;4;7;3;4;0;5;3
354630 Santa Cruz das Palmeiras;39;204;329;299;305;291;311;341;469;465;358;280;299;248;196;153;121;133
354640 Santa Cruz do Rio Pardo;65;337;394;299;297;353;381;453;519;456;388;267;205;162;166;134;121;185
354650 Santa Ernestina;13;79;80;97;72;94;98;126;137;130;105;68;56;37;10;13;21;21
354660 Santa Fé do Sul;58;305;338;247;185;211;309;404;416;383;313;216;193;160;155;124;89;88
354670 Santa Gertrudes;38;213;233;208;221;296;343;354;385;409;357;256;183;142;83;83;55;89
354680 Santa Isabel;63;267;379;370;391;432;523;542;567;643;547;402;297;268;208;135;115;101
354690 Santa Lúcia;11;91;144;112;133;120;160;144;195;167;123;100;85;49;33;36;25;38
354700 Santa Maria da Serra;7;25;35;26;25;16;27;37;32;31;24;16;19;17;11;5;4;11
354710 Santa Mercedes;1;4;8;10;12;6;6;13;17;13;10;8;6;6;3;2;1;1
354720 Santana da Ponte Pensa;0;10;5;3;3;6;3;5;9;7;3;4;6;1;1;1;1;1
354730 Santana de Parnaíba;291;1452;2256;2192;2256;2573;2652;2782;3293;3685;3135;2158;1620;1317;1228;987;591;747
354740 Santa Rita d'Oeste;3;12;16;5;5;6;9;13;18;14;7;3;4;4;4;0;1;2
354750 Santa Rita do Passa Quatro;33;148;210;226;236;221;252;245;364;378;360;341;324;299;275;244;198;313
354760 Santa Rosa de Viterbo;48;174;291;340;294;300;271;323;380;396;327;322;265;260;207;107;115;189
354765 Santa Salete;0;6;8;6;3;6;6;10;10;8;6;6;3;1;1;1;1;0
354770 Santo Anastácio;30;121;163;97;98;124;162;178;183;185;147;133;178;118;108;103;98;141
354780 Santo André;1807;8397;12197;11585;11382;12556;15111;18341;22133;22423;18695;14823;13203;11679;10416;9275;7204;10693
354790 Santo Antônio da Alegria;3;17;11;11;5;4;11;21;21;13;8;11;10;8;4;12;6;8
354800 Santo Antônio de Posse;43;131;175;180;148;182;223;265;295;274;216;179;162;99;116;87;69;82
354805 Santo Antônio do Aracanguá;9;50;98;63;56;46;76;87;98;81;63;68;32;30;14;10;3;1
354810 Santo Antônio do Jardim;6;34;30;31;39;38;46;38;73;58;55;46;41;29;24;18;12;26
354820 Santo Antônio do Pinhal;3;10;15;12;10;15;22;20;27;29;24;24;18;36;22;15;11;16
354830 Santo Expedito;3;18;25;11;13;14;25;22;23;17;24;21;19;10;13;7;8;12
354840 Santópolis do Aguapeí;12;32;33;40;29;24;52;37;52;36;35;25;20;6;4;7;5;9
354850 Santos;863;4436;6711;7045;6976;7439;8847;9480;11280;13015;11665;9810;9139;9220;8631;8067;6601;11320
354860 São Bento do Sapucaí;3;18;18;23;17;28;24;40;40;44;34;25;33;31;13;23;17;25
354870 São Bernardo do Campo;1854;9246;13583;13160;13107;14864;16944;18755;22610;24115;20241;16001;12880;10964;9505;8244;6011;7942
354880 São Caetano do Sul;387;1801;2919;2819;2520;2581;2992;3476;5069;5747;4963;3931;3481;3249;2723;2324;1901;2991
354890 São Carlos;629;2872;3960;3208;3149;3875;4621;5162;5809;6024;5048;3741;3047;2720;2339;2009;1519;2347
354900 São Francisco;2;12;9;6;7;10;14;14;6;8;5;9;6;5;5;1;0;2
354910 São João da Boa Vista;179;852;1107;949;930;1048;1210;1369;1653;1771;1437;1208;1183;1031;907;799;577;895
354920 São João das Duas Pontes;5;12;10;8;10;5;10;15;13;10;9;6;6;2;5;2;1;2
354925 São João de Iracema;1;10;10;5;2;5;11;12;8;9;9;5;8;4;1;7;4;2
354930 São João do Pau d'Alho;4;12;21;23;12;11;14;23;21;21;19;13;8;6;5;2;2;3
354940 São Joaquim da Barra;77;334;472;469;488;538;527;611;782;846;733;604;563;485;397;309;302;332
354950 São José da Bela Vista;7;29;43;22;34;31;52;53;51;56;48;38;33;28;26;22;13;21
354960 São José do Barreiro;3;7;5;0;4;5;3;7;11;6;4;5;4;6;6;7;9;6
354970 São José do Rio Pardo;80;397;509;504;419;399;494;737;874;867;655;471;413;437;444;386;288;524
354980 São José do Rio Preto;1102;5621;7038;6340;5689;6617;8768;10045;11203;10978;8842;7016;6580;5867;5211;4386;3384;4775
354990 São José dos Campos;1579;7608;10530;10258;9273;9486;11370;13626;15914;16539;13682;9820;7762;7159;6196;5345;3870;4637
354995 São Lourenço da Serra;14;41;60;55;43;60;65;83;95;94;69;49;47;29;25;17;16;12
355000 São Luís do Paraitinga;7;43;40;32;33;40;30;68;57;70;38;47;27;28;22;15;16;16
355010 São Manuel;67;332;456;397;386;341;362;482;550;511;428;292;207;162;125;96;73;153
355020 São Miguel Arcanjo;12;73;112;95;87;90;109;106;125;126;94;64;44;39;34;24;22;35
355030 São Paulo;24240;114485;161773;150230;148046;193407;241012;264555;297059;302141;251052;195902;161479;144362;130484;114296;88710;137366
355040 São Pedro;40;219;277;233;183;189;222;282;364;390;360;256;294;241;264;241;185;258
355050 São Pedro do Turvo;6;20;24;32;60;53;45;34;60;83;81;67;57;49;53;38;21;13
355060 São Roque;138;627;883;863;759;790;899;1085;1350;1487;1204;824;753;576;481;432;333;423
355070 São Sebastião;54;321;442;428;363;350;470;493;599;672;609;467;429;373;321;240;150;195
355080 São Sebastião da Grama;6;44;40;47;29;39;43;61;61;55;60;50;52;36;44;41;40;44
355090 São Simão;19;67;117;117;106;122;129;140;185;174;146;113;102;109;74;61;58;114
355100 São Vicente;632;3062;4268;4149;3899;4532;5329;5267;5966;6389;5347;4196;3307;2787;2563;2317;1614;2261
355110 Sarapuí;1;12;21;22;17;16;15;17;20;19;20;20;11;14;15;10;10;11
355120 Sarutaiá;0;2;4;8;5;3;5;11;13;17;3;5;4;2;1;0;0;1
355130 Sebastianópolis do Sul;7;40;41;46;38;24;32;53;80;55;47;53;23;27;13;10;7;7
355140 Serra Azul;7;40;64;54;79;78;79;91;63;82;73;47;45;37;28;23;16;13
355150 Serrana;80;342;490;489;496;569;585;643;676;698;558;437;365;303;187;143;97;110
355160 Serra Negra;40;161;235;183;152;168;182;189;238;275;241;179;174;218;182;160;109;196
355170 Sertãozinho;348;1531;1898;1851;1657;1817;2143;2586;3000;3041;2291;1808;1571;1388;1075;871;650;858
355180 Sete Barras;0;12;17;20;15;17;31;27;26;32;29;28;23;21;23;15;11;13
355190 Severínia;18;94;141;128;136;105;144;160;184;201;151;132;106;80;65;23;27;23
355200 Silveiras;0;18;16;9;8;13;15;19;17;17;8;11;9;3;7;8;6;6
355210 Socorro;25;102;114;104;104;108;117;177;219;258;179;135;118;104;96;99;70;112
355220 Sorocaba;1780;8445;11908;11140;10464;12333;15203;17354;19442;19270;14953;10747;8178;6780;5544;4468;3193;4580
355230 Sud Mennucci;3;27;53;60;54;39;42;56;85;60;60;49;40;24;18;11;5;1
355240 Sumaré;550;2788;3887;3594;3434;3933;4639;5449;6297;6217;4547;3183;2375;1599;1268;921;596;753
355250 Suzano;529;2587;3515;3186;3001;3815;4332;4975;5368;5364;4076;2855;2013;1408;1113;953;671;788
